level,grammar,listening,vocab,g_gap,l_gap,v_gap,trend_g,trend_l,trend_v,weak_grammar,weak_listening,weak_vocab,severity
3.0,0.55144286,0.47363555,0.2698879,-0.11978741,-0.041980132,0.16176754,-0.0289939,-0.15052657,0.043597426,0,1,1,1
6.0,0.8909029,0.9083289,1.0,0.04217439,0.024748353,-0.06692275,0.03139566,0.0044034463,0.017503547,0,0,0,0
5.0,0.77672935,0.9111383,0.73822564,0.03196842,-0.10244053,0.070472114,-0.14986442,-0.008800824,0.14993596,0,0,0,0
5.0,0.84108317,1.0,0.96462363,0.09415243,-0.06476439,-0.029388042,0.030547002,0.21842861,0.16955583,0,1,0,0
3.0,0.49298543,0.6138434,0.41749042,0.015120987,-0.10573696,0.09061598,-0.021023223,-0.08604504,0.04314875,1,0,0,1
6.0,0.856157,0.96976525,0.80790836,0.021786522,-0.0918217,0.07003518,-0.07143271,0.091810584,0.021958042,0,0,0,0
2.0,0.3233047,0.16502967,0.5068821,0.008434101,0.16670914,-0.17514324,-0.01479614,0.013798668,-0.16384816,0,1,1,1
3.0,0.24650815,0.57722175,0.4959022,0.19336921,-0.13734438,-0.056024835,-0.028354459,-0.108471215,0.03865022,1,0,0,2
3.0,0.5463518,0.38496318,0.3713384,-0.112134,0.049254615,0.06287938,0.030838938,0.031620435,0.18557526,0,1,1,1
5.0,0.9018768,0.85906947,0.8653011,-0.026461026,0.016346332,0.010114694,0.010839566,-0.013899751,0.12182664,0,0,0,0
6.0,1.0,0.81661606,1.0,-0.06112798,0.12225596,-0.06112798,0.01053813,0.10972996,-0.055024866,0,0,0,0
4.0,0.6686622,0.54133534,0.7203325,-0.025218835,0.10210799,-0.07688915,0.17980456,-0.040965863,-0.041893657,0,1,0,1
4.0,0.7599694,0.60938984,0.7909081,-0.039880313,0.11069928,-0.07081897,-0.2033979,0.12726851,0.16429329,0,0,1,1
3.0,0.22716296,0.4457533,0.49263778,0.16135506,-0.057235286,-0.10411978,-0.16333386,0.013917976,-0.13674384,1,1,1,1
3.0,0.52571094,0.44194433,0.5181402,-0.030445779,0.05332082,-0.02287504,0.088681675,-0.14695184,0.0008449282,0,1,1,1
3.0,0.6210139,0.5689151,0.20697163,-0.15538035,-0.103281565,0.25866193,-0.17059515,-0.19663393,-0.10344006,1,0,1,2
1.0,0.20918591,0.09950069,0.0,-0.10629038,0.0033948428,0.102895536,0.0487642,0.13906701,-0.096966125,1,1,1,2
3.0,0.3466125,0.119148605,0.61144793,0.012457174,0.2399211,-0.25237826,0.0028715553,-0.04743285,0.017908739,1,1,0,2
5.0,0.78725547,0.75881416,0.9353779,0.039893698,0.06833503,-0.10822872,-0.14567353,-0.013296679,0.05885665,0,0,0,0
4.0,0.8839834,0.49475527,0.5312487,-0.24732092,0.14190719,0.10541374,0.089944474,0.0026097943,-0.07298243,0,1,1,1
5.0,0.9815991,0.8645659,0.9636675,-0.04498828,0.07204495,-0.027056675,0.11884222,-0.009964595,0.087073706,0,0,0,1
3.0,0.9228952,0.46218368,0.6155939,-0.25600427,0.20470725,0.05129702,-0.0050357315,-0.008188256,0.055726625,1,0,0,1
3.0,0.75023323,0.45622793,0.5656567,-0.15952727,0.13447802,0.025049247,-0.026308332,-0.18875103,0.05630589,0,1,1,1
1.0,0.20385419,0.43366235,0.179152,0.06836866,-0.16143951,0.09307084,0.08629951,0.064300396,-0.022635454,1,1,1,2
3.0,0.6802479,0.52066624,0.40467688,-0.14505088,0.014530776,0.1305201,-0.19042297,-6.6539666e-05,0.12208894,0,0,1,1
3.0,0.55066335,0.70850766,0.6789348,0.09537193,-0.06247239,-0.032899547,0.050527755,0.055062182,-0.11984596,1,0,0,0
2.0,0.07232062,0.016853785,0.0,-0.04259582,0.012871016,0.029724801,-0.18032561,-0.09724077,-0.02451258,1,1,1,2
1.0,0.109897,0.18964027,0.20611441,0.058653556,-0.02108971,-0.037563846,0.017245028,-0.04051144,-0.08146054,1,1,1,2
4.0,0.2824353,0.91644615,0.57242036,0.30799863,-0.32601222,0.018013587,-0.043232117,-0.15613273,0.011880473,1,1,1,1
3.0,0.91040033,0.65918607,0.52100176,-0.21353759,0.03767666,0.17586093,-0.009783595,0.09250198,0.09347724,0,0,0,1
3.0,0.45777535,0.50420916,1.0,0.19621949,0.14978567,-0.34600517,0.14026809,-0.031602677,-0.13090087,1,0,0,1
2.0,0.1677548,0.41797638,0.23945113,0.10730597,-0.1429156,0.035609644,-0.19418237,-0.26742893,-0.03437779,1,1,1,2
3.0,0.6780594,0.14233425,0.5681816,-0.21520098,0.32052416,-0.10532317,0.050461825,-0.075273804,-0.07140572,0,1,0,2
3.0,0.68214244,0.56557363,0.8234121,0.008233629,0.12480243,-0.13303606,-0.024534214,0.017944138,0.10564108,0,1,0,1
3.0,0.5627126,0.40502688,0.30038422,-0.14000471,0.01768103,0.12232368,-0.012694523,0.1178091,0.11966204,1,1,1,2
4.0,1.0,0.80811614,0.7546016,-0.14576076,0.0461231,0.099637665,0.085771695,-0.15791811,-0.1296793,1,0,0,0
1.0,0.063396014,0.23352295,0.080890946,0.06254062,-0.10758631,0.04504569,0.035655014,0.09827928,0.015261152,1,1,1,2
6.0,0.8314968,0.8828987,0.7998538,0.0065862816,-0.04481559,0.03822931,0.062298946,0.069286264,0.32557318,0,0,0,0
1.0,0.39470318,0.30297065,0.2415373,-0.08163281,0.010099737,0.07153308,-0.12210094,-0.07827174,-0.023076799,1,1,1,2
3.0,0.47531962,0.32340416,0.58735716,-0.013292648,0.13862284,-0.12533018,0.034058332,0.063234344,-0.027530223,1,1,1,1
2.0,0.6339158,0.14088032,0.33241615,-0.264845,0.22819042,0.0366546,0.054001607,-0.0038655659,0.0057865833,0,0,1,2
3.0,0.4919309,0.11292425,0.10460305,-0.25544482,0.12356182,0.13188301,0.019527128,-0.09037998,0.051964525,1,1,1,2
2.0,0.45716318,0.41427177,0.4841497,-0.0053016287,0.037589777,-0.03228815,0.0326495,0.08301193,0.108860634,1,1,1,1
5.0,0.95528376,0.84600306,1.0,-0.021521484,0.08775921,-0.066237725,0.004008852,0.12949058,0.15342602,0,1,0,0
3.0,0.52741253,0.60475814,0.7670964,0.1056765,0.028330868,-0.13400738,-0.13620223,-0.15849124,-0.117840216,0,0,0,1
4.0,0.73257893,0.9591473,0.7661893,0.08672621,-0.13984211,0.053115893,-0.052104235,0.030658329,0.10778938,0,0,0,0
2.0,0.31282076,0.028380517,0.487117,-0.036714666,0.24772558,-0.21101092,-0.07762486,-0.059776682,-0.032540157,1,1,1,2
1.0,0.35279638,0.33286834,0.15183188,-0.07363085,-0.05370281,0.12733366,-0.034329787,0.012433841,-0.0603989,1,1,0,2
3.0,0.7237179,0.2679885,0.7578329,-0.14053817,0.31519127,-0.1746531,-0.04866865,-0.06887885,-0.0385657,0,1,0,2
3.0,0.5851557,0.41063106,0.7937943,0.011371287,0.18589596,-0.19726725,0.16373432,0.12079844,0.06755937,0,1,0,1
3.0,0.63982415,0.38847506,0.6868328,-0.06811349,0.18323562,-0.11512212,0.029434921,-0.22091234,-0.07305544,0,1,0,1
6.0,1.0,0.9822395,0.9783569,-0.013134526,0.0046259784,0.008508548,-0.0057727164,0.0181678,0.13331561,0,0,0,0
4.0,0.42450532,0.9167466,0.76141816,0.2763847,-0.21585658,-0.06052814,-0.0026470288,-0.05917352,-0.02702146,1,0,0,1
6.0,0.8195771,0.9447888,0.9025749,0.06940315,-0.055808533,-0.013594616,0.028626475,-0.023388842,0.08154431,0,0,0,0
2.0,0.22463408,0.11111993,0.31551602,-0.007544076,0.10597008,-0.09842601,0.1771949,-0.23605676,0.015009261,1,1,1,2
5.0,0.6608403,0.8624073,0.8696223,0.13678303,-0.06478404,-0.07199899,0.0304349,0.11677509,-0.10832704,0,0,0,0
4.0,0.18702625,0.6349159,0.5631468,0.27467006,-0.17321956,-0.10145051,-0.074873224,-0.16057228,-0.108797975,1,0,0,1
4.0,0.86454815,0.54032344,0.7486287,-0.14671473,0.17751,-0.03079526,-0.118376926,0.025922839,0.05825733,0,0,0,1
6.0,0.8194701,0.8621811,1.0,0.07441364,0.03170262,-0.106116265,0.022991579,-0.059141073,-0.13834131,0,0,0,0
4.0,0.5559826,0.7409875,0.46867022,0.03256418,-0.15244073,0.11987655,0.18749684,-0.042486455,-0.012849013,0,1,1,1
5.0,0.6357685,0.8627419,0.62920904,0.07347134,-0.15350212,0.08003078,-0.029458415,0.052548543,-0.061316606,0,1,0,0
4.0,0.48841366,0.4088997,0.76212865,0.06473369,0.14424765,-0.20898134,-0.12195281,0.101636216,-0.055754296,1,1,0,1
1.0,0.38400716,0.17959926,0.27768242,-0.10357755,0.10083036,0.0027471816,0.0717539,-0.173975,0.00031212412,1,1,1,2
4.0,0.8517398,0.90889364,0.7011053,-0.03116025,-0.08831406,0.11947431,0.004490775,-0.05378685,0.11909228,0,0,0,0
3.0,0.46130732,0.56073135,0.46821997,0.035445567,-0.06397846,0.028532896,-0.18420966,-0.0025119388,0.026259104,0,1,1,1
6.0,0.9263772,1.0,0.6521597,-0.06686489,-0.14048772,0.20735261,0.016976982,-0.0053185946,-0.14823648,0,1,0,0
5.0,0.85719407,0.6378977,0.78887486,-0.09587187,0.123424545,-0.027552668,0.10761151,0.07150555,-0.004942436,0,0,0,0
1.0,0.1422405,0.16057354,0.36396012,0.08001755,0.061684508,-0.14170206,-0.24687016,0.108573,0.05286559,1,1,1,2
1.0,0.13099195,0.07712208,0.29934043,0.03815953,0.09202941,-0.13018894,0.028817615,-0.10359869,-0.07057217,1,1,1,2
1.0,0.07284921,0.20546885,0.042795464,0.034188636,-0.098431006,0.06424237,-0.17029016,-0.13372067,-0.0559834,1,1,1,2
3.0,0.3434235,0.4026329,0.3783323,0.031372745,-0.027836679,-0.0035360658,-0.05038213,0.024903838,-0.08073284,1,1,1,1
1.0,0.093578994,0.0,0.0,-0.062385995,0.031192997,0.031192997,-0.09736073,-0.16653782,0.06281735,1,1,1,2
4.0,0.7636436,0.6557627,0.66212124,-0.0698011,0.03807981,0.03172129,0.09619791,0.029441105,-0.118605256,0,0,0,1
4.0,0.6150243,0.73177165,0.6256236,0.04244888,-0.07429846,0.031849578,0.08602312,-0.022583053,-0.056099966,0,0,0,0
5.0,0.70749205,0.909543,0.9828096,0.15912284,-0.042928107,-0.116194725,-0.14309743,-0.022510793,-0.10539784,0,0,0,0
2.0,0.28445727,0.18804036,0.4027593,0.0072950497,0.103711955,-0.111007005,-0.23385993,0.02751495,0.05039109,1,1,1,2
3.0,0.30905095,0.53602874,0.54622847,0.15471843,-0.072259344,-0.082459085,-0.17896864,-0.07055271,-0.12694079,1,0,1,1
1.0,0.22241296,0.11588652,0.30786562,-0.0070245955,0.09950184,-0.09247725,0.002964238,0.28492942,-0.118748605,1,1,1,2
5.0,1.0,0.3880952,0.48172563,-0.3767264,0.23517841,0.14154798,-0.23381245,-0.055446394,-0.05221632,0,0,0,1
2.0,0.29481265,0.1698307,0.34857792,-0.023738889,0.101243064,-0.07750417,-0.10496163,-0.12020289,-0.02638126,1,0,1,2
1.0,0.005776962,0.21481487,0.0,0.06775365,-0.14128426,0.073530614,0.045108803,0.18854924,-0.083855845,1,1,1,2
2.0,0.11441373,0.031781737,0.0,-0.065681905,0.016950084,0.048731823,0.015026021,-0.048479132,-0.049507003,1,1,1,2
5.0,0.9334375,0.8853783,0.6731674,-0.10277644,-0.05471725,0.15749368,-0.17669006,-0.11166377,-0.21175762,0,0,1,1
1.0,0.48061705,0.2581789,0.0995401,-0.20117171,0.021266466,0.17990525,-0.0057222936,-0.05578833,0.028076306,1,1,1,2
4.0,0.6739311,0.79986876,0.82300127,0.09166925,-0.03426837,-0.057400875,-0.10811289,0.17073435,0.01627213,0,0,0,0
4.0,0.63229674,0.77846116,0.6819331,0.065266944,-0.08089749,0.015630545,-0.084831715,0.014216636,-0.0151998475,0,0,0,1
5.0,0.8395128,0.9362751,0.7053125,-0.012479366,-0.109241635,0.121721,-0.06436505,-0.09197426,-0.26438063,0,0,0,0
2.0,0.15184388,0.19877802,0.25074816,0.048612807,0.0016786667,-0.050291475,-0.0893573,0.060384482,-0.034844775,1,1,1,2
1.0,0.15857384,0.00644785,0.21523859,-0.03182041,0.120305575,-0.08848517,-0.043793958,0.014730828,-0.10733998,1,1,1,2
3.0,0.5653956,0.71824855,0.7073651,0.098274134,-0.054578785,-0.043695353,-0.09530181,0.05421893,-0.07958052,0,1,0,1
2.0,0.39087954,0.47059718,0.4463938,0.045077287,-0.03464034,-0.010436947,-0.103669524,-0.19591701,-0.035807274,1,1,1,1
4.0,0.61081994,0.62043524,0.6279271,0.008907496,-0.00070780935,-0.008199686,0.06969696,-0.1344017,0.10409379,0,1,1,1
3.0,0.2496477,0.49293697,0.434146,0.14259586,-0.10069342,-0.04190243,-0.034161165,-0.18019292,0.15236503,1,1,1,1
3.0,0.65894204,0.5314375,0.31971762,-0.15557632,-0.028071782,0.1836481,-0.12868766,-0.0481866,0.0901437,0,0,1,1
1.0,0.22839466,0.0,0.14353232,-0.104419,0.123975664,-0.019556662,-0.031515367,0.09683104,-0.05551206,1,1,1,2
4.0,0.40884295,0.61130834,0.57091594,0.1215128,-0.080952615,-0.040560186,-0.1796546,-0.20762777,0.13703205,1,0,1,1
2.0,0.71408796,0.7207763,0.4258247,-0.09385829,-0.10054667,0.19440496,-0.0079435315,-0.13598683,0.12423544,0,0,1,1
4.0,0.72051567,0.81879705,0.49198902,-0.043415077,-0.14169647,0.18511155,0.03969622,-0.1852072,-0.019915616,1,0,1,1
1.0,0.4226092,0.16180412,0.019668061,-0.22124875,0.039556336,0.1816924,0.046657167,0.03530634,-0.23378266,1,1,1,2
6.0,0.8850629,1.0,0.66454303,-0.03519424,-0.15013136,0.18532561,0.03984643,0.18231486,-0.097750746,0,0,0,0
4.0,0.45127776,0.75176096,0.51047945,0.119894974,-0.18058823,0.060693253,-0.13562891,0.014349128,-0.23674911,1,0,0,1
2.0,0.5460302,0.28708875,0.220484,-0.19482924,0.06411224,0.130717,-0.08282726,0.009573344,-0.086902484,1,1,1,2
1.0,0.0,0.37878644,0.2459455,0.20824398,-0.17054248,-0.037701514,0.06472842,-0.03730751,-0.029405562,0,0,1,2
2.0,0.4261527,0.45634773,0.37631342,-0.0065480736,-0.036743127,0.0432912,-0.062071137,-0.05141167,-0.19236948,1,1,0,1
2.0,0.36133635,0.47233373,0.3680149,0.03922531,-0.07177206,0.032546755,-0.044605456,0.033658717,0.050706696,1,1,1,2
2.0,0.2654657,0.4164114,0.014580709,-0.033313096,-0.1842588,0.2175719,0.027944114,-0.12566629,-0.02746066,1,1,1,2
5.0,0.90053946,0.9742962,0.82408077,-0.00090065214,-0.07465738,0.07555803,0.14485034,0.063009374,-0.19012564,0,1,0,0
4.0,0.9128748,0.8523761,0.66738844,-0.10199502,-0.041496307,0.14349133,-0.015918717,-0.03836847,0.012577574,0,1,0,0
2.0,0.32316983,0.3460919,0.4495064,0.049752876,0.026830822,-0.0765837,-0.07461083,-0.03700238,-0.20859778,1,1,1,2
4.0,0.5995787,0.49052793,0.54317915,-0.055150114,0.053900663,0.0012494501,0.17110921,-0.07501514,0.18936267,1,0,1,1
2.0,0.5563292,0.20958608,0.40755597,-0.16517213,0.18157099,-0.016398873,0.17813325,-0.24718611,-0.15553536,0,1,0,2
6.0,0.9438511,0.889501,1.0,0.00059959234,0.05494971,-0.0555493,-0.0019740101,0.07388962,-0.097106725,0,1,0,0
1.0,0.05691303,0.0,0.2832759,0.056483276,0.11339631,-0.16987959,-0.04015792,-0.06238408,-0.08059274,1,1,1,2
4.0,0.8882979,0.6595635,0.88459027,-0.077480696,0.15125374,-0.073773056,0.08635956,-0.026738102,0.0058855177,0,1,0,1
5.0,0.81697387,0.809889,0.9875039,0.054481737,0.06156658,-0.11604832,0.03526484,0.18907447,-0.043788303,1,0,1,0
1.0,0.49168196,0.17158745,0.34565407,-0.15537412,0.16472037,-0.0093462495,-0.030092593,-0.026058272,-0.19338636,1,1,1,2
2.0,0.41543305,0.37671578,0.37085518,-0.02776504,0.010952214,0.016812827,0.04784799,-0.110490434,-0.025875656,1,1,1,2
3.0,0.35780025,0.4498691,0.80334526,0.17920463,0.08713578,-0.2663404,-0.095337294,-0.1812501,-0.07142639,1,1,0,1
5.0,0.874667,0.55683786,0.8542283,-0.112755924,0.20507316,-0.092317246,0.10491877,-0.050327744,-0.062081367,0,0,1,0
3.0,0.6549382,0.59980214,0.62288386,-0.02906347,0.026072614,0.002990857,0.046753727,0.023261407,0.13973248,0,0,0,1
4.0,0.7993793,0.3660379,0.7536588,-0.15968731,0.27365407,-0.11396678,0.032959554,-0.17273895,-0.049427483,1,1,0,1
5.0,0.6589863,0.8886312,0.8931638,0.1546075,-0.07503748,-0.079570025,-0.034315407,0.1031811,-0.04391644,1,0,0,1
5.0,1.0,0.9436421,0.9310374,-0.041773494,0.014584399,0.027189096,-0.06212172,-0.04494767,0.014195224,0,0,0,0
3.0,0.5136193,0.5201277,0.55546135,0.016116826,0.009608398,-0.025725223,-0.2013616,-0.041487116,0.026147524,1,1,0,1
3.0,0.7051998,0.5609573,0.10399208,-0.24848336,-0.10424095,0.3527243,-0.1938932,-0.028701693,-0.010504179,0,1,1,2
4.0,0.7223136,0.7884466,0.8000798,0.047966428,-0.0181666,-0.02979983,-0.18589468,-0.15589283,-0.2451308,1,0,0,1
2.0,0.32436362,0.5370408,0.2930557,0.060456436,-0.15222077,0.09176434,0.0855736,-0.07323423,-0.06285833,1,0,0,2
5.0,1.0,0.76504,1.0,-0.07832002,0.15664004,-0.07832002,-0.06771093,0.027068656,-0.03999586,0,0,0,0
1.0,0.12480503,0.16699153,0.22611998,0.047833815,0.0056473175,-0.053481136,-0.16196382,-0.05293093,-0.16139671,1,1,1,2
2.0,0.5229995,0.4301446,0.25467405,-0.12039347,-0.02753855,0.14793202,-0.034523368,-0.08274024,-0.16839267,1,1,1,2
5.0,0.7334551,0.8093858,0.8363344,0.059603292,-0.016327322,-0.04327597,-0.108452596,-0.037123855,0.09812391,0,0,0,0
2.0,0.2108177,0.33139423,0.0,-0.030080382,-0.15065692,0.1807373,-0.06923694,0.024714785,-0.03824417,1,1,1,1
1.0,0.41971365,0.07567141,0.30245697,-0.1537663,0.19027594,-0.036509633,0.02292053,0.0932336,-0.09750346,1,1,1,2
2.0,0.44580832,0.45769256,0.25113174,-0.06093077,-0.07281502,0.13374579,-0.055091497,-0.042559214,0.0038033663,0,1,1,1
3.0,0.5197837,0.5908581,0.81292087,0.12140385,0.050329454,-0.1717333,-0.052258343,-0.108491495,0.105473235,0,0,0,1
5.0,1.0,0.8580727,0.7126927,-0.1430782,-0.0011508927,0.1442291,-0.0020380588,0.23574235,0.038001686,0,0,0,0
1.0,0.27697158,0.36349666,0.18830445,-0.00071402016,-0.087239094,0.08795311,-0.17904942,0.0630619,0.096944004,1,1,1,2
1.0,0.0,0.13062061,0.0,0.043540206,-0.08708041,0.043540206,-0.021090066,-0.05554208,-0.024300806,1,1,1,2
3.0,0.80547345,0.6696194,0.6890335,-0.084098026,0.05175608,0.032341946,0.12805241,-0.076056466,0.05350889,0,0,0,0
6.0,1.0,0.956832,1.0,-0.014389335,0.02877867,-0.014389335,-0.03664456,0.17022526,-0.023306318,0,1,0,0
2.0,0.041154668,0.32157004,0.23332554,0.15752874,-0.12288662,-0.034642126,-0.0311087,-0.1228074,0.08319037,1,1,1,2
6.0,0.87364817,0.7473768,0.85921496,-0.046901543,0.07936987,-0.032468326,-0.083687454,-0.008241473,0.16098326,0,0,0,0
5.0,0.81912714,0.73668116,0.7954166,-0.035385486,0.047060452,-0.011674968,-0.07735621,0.053161353,0.011569037,0,1,0,0
2.0,0.098124124,0.34721118,0.46481472,0.2052592,-0.043827835,-0.16143137,0.059738427,-0.017864013,-0.15653981,0,1,1,2
5.0,0.44008076,0.87034136,0.6549428,0.21504086,-0.2152197,0.00017883487,-0.0046938225,-0.10540931,-0.0053992807,1,0,0,1
4.0,0.4954046,0.6080526,0.65787745,0.09170695,-0.020941066,-0.07076588,0.04276093,-0.05910823,-0.031630263,1,0,0,1
3.0,0.46180052,0.61006695,0.3682337,0.018233208,-0.13003324,0.11180002,-0.0014721828,-0.02729348,0.033867314,1,1,1,1
3.0,0.4241601,0.0,0.47881642,-0.12316792,0.30099216,-0.17782426,-0.045410376,-0.16792892,-0.0620605,1,1,1,1
5.0,0.87289727,0.91605544,1.0,0.05675364,0.013595465,-0.070349105,0.11084581,-0.023211315,0.00928504,0,0,0,0
5.0,1.0,0.7051321,0.9612077,-0.11122006,0.18364783,-0.07242777,-0.17913085,0.1358529,0.05986855,0,0,0,0
5.0,0.72612417,0.46504924,0.99068356,0.0011614746,0.26223642,-0.2633979,-0.09722285,0.15906593,-0.06550698,1,1,0,1
6.0,0.9253881,0.7224957,0.7077235,-0.14018567,0.062706746,0.07747892,-0.037978716,-0.03725715,0.02085361,0,0,0,0
3.0,0.61084896,0.3152904,0.42645493,-0.1599842,0.13557437,0.024409836,-0.019137235,-0.039494436,-0.007813378,0,1,1,1
5.0,0.83215547,0.949077,0.6309154,-0.028106166,-0.14502773,0.1731339,-0.032220393,-0.022782665,-0.23497851,0,0,1,0
5.0,0.94950056,0.9184329,0.797716,-0.06095075,-0.029883051,0.0908338,0.01362024,-0.21254665,-0.023776121,0,0,0,0
2.0,0.029299686,0.0,0.16395271,0.03511778,0.06441747,-0.09953525,0.086990476,-0.0058834893,-0.18436942,1,1,1,2
1.0,0.24447969,0.0,0.32834515,-0.053538073,0.19094162,-0.13740355,-0.15362082,-0.0191221,0.09950036,1,1,1,2
3.0,0.62598836,0.57613516,0.5289232,-0.048972808,0.0008804352,0.048092373,0.13421394,0.086443976,-0.082718365,0,0,0,1
5.0,0.8921319,0.74302214,0.62643486,-0.13826895,0.010840829,0.12742811,-0.029480677,0.09487219,-0.05685582,1,0,0,0
2.0,0.07844833,0.4784935,0.2495534,0.19038342,-0.20966175,0.019278344,-0.02622245,0.030931823,0.04122846,1,1,1,2
4.0,0.48680824,0.51905525,0.47330073,0.0062464895,-0.026000505,0.019754017,-0.024849579,0.033420254,-0.2723331,1,1,1,1
1.0,0.0,0.15205263,0.12485686,0.092303164,-0.05974946,-0.0325537,-0.012815885,-0.14236596,-0.16235061,1,1,1,2
3.0,0.65299606,0.33820236,0.25982636,-0.2359878,0.078805886,0.1571819,0.10184257,-0.010802039,0.093631946,0,1,1,1
4.0,0.92788476,0.62076586,0.74569565,-0.16310264,0.1440162,0.01908643,-0.1253519,-0.1598833,-0.019972634,0,0,0,1
1.0,0.3333644,0.0075343535,0.08403523,-0.19171973,0.1341103,0.057609428,-0.11234694,-0.0899288,-0.1970556,1,0,1,2
5.0,1.0,0.9731249,0.81050193,-0.07212438,-0.04524929,0.11737367,0.060636148,0.16132113,-0.085865326,0,0,0,0
2.0,0.39103696,0.57300687,0.21586813,0.0022670296,-0.17970288,0.17743586,-0.11533354,0.029605815,-0.1704457,1,0,1,2
6.0,1.0,0.7102802,1.0,-0.09657327,0.19314654,-0.09657327,-0.18689235,0.024456546,-0.06776507,0,0,0,0
2.0,0.33600006,0.42005768,0.39574495,0.04793417,-0.03612345,-0.011810723,0.032144394,-0.034137204,-0.06971522,1,1,1,1
6.0,1.0,1.0,0.9981851,-0.00060496974,-0.00060496974,0.0012099395,-0.07710353,-0.003715202,0.17430489,0,0,0,0
4.0,0.48280635,0.5759794,0.78445333,0.13160668,0.038433596,-0.17004028,0.0659293,-0.003534066,-0.12319384,0,0,0,1
1.0,0.34658754,0.18720415,0.19867766,-0.10243109,0.05695229,0.045478795,-0.07841428,-0.040493533,-0.1768228,1,1,1,2
1.0,0.0,0.30365837,0.3869869,0.23021509,-0.073443264,-0.15677182,0.06771967,0.02851566,-0.060398445,0,1,1,2
1.0,0.0,0.050046865,0.258316,0.10278762,0.052740756,-0.15552838,-0.024547137,0.1564406,-0.03775257,1,1,1,2
4.0,0.6642954,0.79212916,0.721603,0.061713815,-0.06611999,0.0044061793,-0.0813287,0.13731296,-0.04585637,0,0,0,0
5.0,0.64130306,0.70249265,0.5744477,-0.0018885906,-0.06307819,0.064966775,-0.13760442,-0.062963516,-0.026201274,0,0,0,1
3.0,0.5432467,0.35061112,0.5771027,-0.05292649,0.13970904,-0.08678256,-0.05262774,-0.09084519,0.13831598,1,1,1,1
3.0,0.57315964,0.5173261,0.2771118,-0.11729375,-0.06146029,0.17875405,-0.015604081,-0.07763886,-0.13810916,1,1,1,1
4.0,0.5192765,0.61030823,0.4440459,0.005267021,-0.08576467,0.08049765,-0.08378978,-0.08300942,-0.040821083,1,0,1,1
3.0,0.31739953,0.53586495,0.35633385,0.08579991,-0.13266551,0.046865605,-0.15172437,-0.19311184,0.10696694,0,1,1,1
4.0,0.7026624,0.5154762,0.5356498,-0.11806627,0.069119915,0.04894636,-0.039662402,-0.008644327,0.1497631,0,0,0,1
3.0,0.5354676,0.4039465,0.46949378,-0.06583166,0.06568947,0.00014218867,0.12873134,-0.07653715,0.0021285682,1,1,1,2
4.0,0.9205108,0.795541,0.8838985,-0.053860728,0.071109116,-0.017248392,0.017179964,-0.011171216,-0.1865824,0,0,0,0
6.0,1.0,0.9826732,0.7994975,-0.072609775,-0.055283,0.12789278,-0.06495876,-0.050522346,0.07413934,0,0,0,0
3.0,0.49193197,0.4069742,0.47909966,-0.032596692,0.05236107,-0.019764379,-0.016523195,-0.025853977,0.055050284,1,1,1,1
1.0,0.36905676,0.10448415,0.15299383,-0.16021186,0.10436077,0.05585109,0.028756138,-0.109370716,-0.0007047774,1,1,1,2
1.0,0.1827676,0.09279537,0.2711284,-0.00053714524,0.089435086,-0.08889794,-0.13650854,-0.1123271,-0.07970445,1,1,1,2
4.0,0.9006989,0.59508336,0.60526115,-0.20035109,0.10526445,0.09508664,-0.039318252,0.18133706,-0.09007796,0,0,0,1
2.0,0.28583917,0.034735646,0.14028184,-0.13222027,0.11888324,0.0133370375,-0.051250305,-0.16912541,0.05121878,1,1,1,2
6.0,1.0,0.64518815,0.75087506,-0.20131226,0.15349959,0.04781268,-0.043042902,0.29651788,0.032181576,0,0,0,0
4.0,0.49736816,0.7411252,0.57256275,0.10631722,-0.13743985,0.031122629,-0.15074842,-0.14367749,0.09001997,1,0,0,1
3.0,0.49312028,0.3257022,0.47989774,-0.060213543,0.10720455,-0.04699101,0.041323382,-0.119573005,-0.054989576,1,1,1,2
5.0,0.6910268,0.86848915,0.97286546,0.15310031,-0.024362015,-0.1287383,-0.22540289,-0.13270915,0.046902444,0,0,0,0
2.0,0.05963686,0.4049178,0.35165265,0.21243225,-0.1328487,-0.07958355,-0.11171743,-0.0741664,-0.13866964,1,1,1,2
5.0,0.90512216,0.7058056,0.890392,-0.07134892,0.12796766,-0.05661873,-0.08246756,-0.3502986,0.14554974,0,0,0,0
1.0,0.21112633,0.2599206,0.15163048,-0.0035671936,-0.052361466,0.05592866,-0.09583486,0.058349766,0.1450934,1,1,1,1
4.0,0.7339737,0.8954869,1.0,0.14251317,-0.019000022,-0.123513155,0.1261782,-0.089684635,-0.008605127,1,0,0,1
6.0,1.0,0.7709762,1.0,-0.07634127,0.15268254,-0.07634127,-0.030902036,0.028213011,-0.18324038,0,0,0,0
5.0,0.8969374,0.9543343,0.863208,0.007889203,-0.04950774,0.041618537,0.10066034,0.16764168,0.11373726,0,0,0,0
5.0,0.74493086,0.80997604,0.8647398,0.061618023,-0.0034271246,-0.058190897,0.0009927639,-0.060215157,0.19826098,0,0,0,0
3.0,0.4610814,0.6121377,0.6358283,0.10860107,-0.042455215,-0.06614586,0.02114667,0.019273287,-0.05696865,1,0,1,1
