macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
a21d818d-587b-43bc-a2da-b18a8e4b6eb5,13,GRAMMAR,2,My parents don’t let me get married until I graduate from university and they never ___________ their mind about that.,keep,impose,focus,change,D,D. change (v): thay đổi. Cấu trúc: change one's mind: thay đổi suy nghĩ. Tạm dịch: Bố mẹ tôi không cho tôi kết hôn cho đến khi tôi tốt nghiệp đại học và họ không bao giờ thay đổi suy nghĩ về điều đó.
eedb4c73-21df-4ce1-87d3-5194f4427607,14,VOCAB,2,My teacher assigned us a writing task about ___________ of our favorite singers.,biology,biography,biodiversity,biochemist,B,"A. biology /baɪ'ɒlədʒi/ (n): môn Sinh học | B. biography /baɪ'ɒɡrəfi/ (n): tiểu sử, lý lịch | C. biodiversity /ˌbaɪəʊdaɪ'vɜ:səti/ (n): sự đa dạng hệ sinh thái | D. biochemist /ˌbaɪəʊ'kemɪst/ (n): nhà hóa học. Tạm dịch: Bài tập về nhà giáo viên giao cho chúng tôi là viết một bài tiểu sử về một ca sĩ yêu thích của bản thân."
a7fab328-9c76-4ad2-80b1-ff88898255bf,12,VOCAB,2,My wife is going on her business next week so I have to ___________ most of the chores around the house.,distribute,control,take,handle,D,A. distribute /dɪ'strɪbju:t/ (v): đóng góp | B. control /kən'trəʊl/ (v): điều khiển | C. take /teɪk/ (v): lấy | D. handle /'hændl/ (v): quán xuyến. Tạm dịch: Vợ tôi sẽ đi công tác vào tuần tới nên tôi phải quán xuyến hầu hết các công việc nhà.
e93f9fff-5179-4ac5-998b-bd07928a405d,26,GRAMMAR,2,National teams must stick _____ global sporting rules and safety,for,with,to,over,C,Cấu trúc: stick to st: tuân theo cái gì. Tạm dịch: Các đội quốc gia phải tuân theo các luật lệ thể thao quốc tế và những biện pháp đảm bảo an toàn.
e149d8ac-7479-4879-a261-ea3ad6a3dc93,22,VOCAB,2,Nature has always provided a stimulus for inventive minds. Early flying machines clearly _____ were an attempt to _____ the freedom of birds.,emulate,stimulate,captivate,activate,A,"A. emulate /ˈemjuleɪt/ (v): cạnh tranh, mô phỏng | B. stimulate /ˈstɪmjuleɪt/ (v): kích thích | C. captivate /ˈkæptɪveɪt/ (v): giam cầm | D. activate /ˈæktɪveɪt/ (v): kích hoạt. Tạm dịch: Thiên nhiên luôn luôn đem đến sự kích thích cho những bộ não sáng tạo. Những cái máy có thể bay gần đây rõ ràng là nỗ lực mô phỏng sự bay tự do của các loài chim."
0097a309-9a23-464e-972c-6499e68fd87e,8,GRAMMAR,2,Nature is a great ___________ of useful materials.,produce,producer,productivity,product,B,A. produce /prəˈdjuːs/ (v): sản xuất | B. producer /prəˈdjuːsə(r)/ (n): nhà sản xuất | C. productivity /ˌprɒdʌkˈtɪvəti/ (n): năng suất | D. product /ˈprɒdʌkt/ (n): sản phẩm. Tạm dịch: Thiên nhiên là một cỗ máy sản xuất tuyệt vời sử dụng những nguyên liệu hữu ích.
28a95089-bb4a-454e-b01a-854495ea0f5e,29,VOCAB,2,"Neil Armstrong wore the special _____ and heavy boots. He placed his foot on the moon's surface and that's one small step for a man, one giant _____ for mankind.",space-suit/jump,space-clothes/leap,space-suit/leap,space-clothes/jump,C,"A. space-suit /speɪs su:t/ (n): quần áo du hành vũ trụ | B. jump /dʒʌmp/ (n): sự nhảy (trong thể dục thể thao) | C. space-suit /speɪs su:t/ (n): quần áo du hành vũ trụ | D. leap /li:p/ (n): bước nhảy, bước chuyển (có ý nghĩa) Không có space-clothes nên ta không xét đáp án B, | D. Tạm dịch: Neil Armstrong mặc quần áo du hành đặc biệt và đeo giày ống nặng, ông ấy đã đặt chân lên mặt trăng, đó là bước đi nhỏ của một con người nhưng ỉà bước đi lớn của nhân loại."
7ac951b0-bbcb-489b-af15-ea070f4d8d0a,25,GRAMMAR,2,New digital media forms are more personal and social as they allow people to connect each other and _____ their experiences.,personal,persona,personalize,personify,C,A. personal /'paisonol/ (a): cá nhân | B. persona /po'soono/ (n): nhân vật | C. personalize /'p3isonolaiz/ (v): cá nhân hóa | D. personify /po'snnifai/ (v): nhân cách hóa. Tạm dịch: Những dạng thức truyền thông kĩ thuật số mới thiên về cá nhân và xã hội hơn vì chúng cho phép con người kết nối với nhau và cá nhân hóa những trải nghiệm của họ.
81bb917f-f95c-401b-b4d2-562241962956,7,VOCAB,2,New kinds of animals are always evolving. Evolving means that the animals are changing _________ from generation to generation.,accidentally,suddenly,quickly,slowly,D,A. accidentally /ˌæksɪ'dentəli/ (adv): tình cờ | B. suddenly /'sʌdənli/ (adv): đột nhiên | C. quickly /'kwɪkli/ (adv): nhanh chóng | D. slowly /'sləʊli/ (adv): chậm rãi. Tạm dịch: Các loài động vật mới luôn luôn tiến hóa. Tiến hóa có nghĩa là loài động vật đó đang thay đổi dần dần qua từng thế hệ.
058c2aba-845c-4069-9a51-655667a6afe9,6,VOCAB,2,Non-renewable energy sources are running ___________.,up,on,to,out,D,"A. run up: chạy lên, tăng nhanh (giá cả) | B. run on: chạy bằng nhiên liệu gì/trở đi trở lại một vấn đề nào đó | C. run to: chạy tới đâu | D. run out: cạn kiệt. Tạm dịch: Những nguồn năng lượng không thể tái tạo đang dần cạn kiệt."
a51087cb-ad90-4106-adc7-2e71e2fe8c3f,22,GRAMMAR,2,_____ noodlesare a precooked and usually dried block invented by Japanese.,Instantaneous,Instance,Instant,Instantly,C,"A. instantaneous /ˌɪnstənˈteɪniəs/ (a): tức thời | B. instance /ˈɪnstəns/ (n): ví dụ, trường hợp | C. instant /'instən/ (a): ăn ngay, ăn liền | D. instantly /'instənli/ (adv): lập tức. Tạm dịch: Mì ăn liền là mì được nấu trước và làm khô được phát minh bởi người Nhật."
a1512956-0cf6-48ec-b750-0812744a1342,29,VOCAB,2,No one knew precisely what would happen to a human being in space as well as how the mind would deal with the psychological _____ ?,pressure,stress,tension,changes,C,A. pressure /ˈpreʃər/ (n): áp lực | B. stress /stres/ (n): sự căng thẳng | C. tension /ˈtenʃn/ (n): tình trạng căng thẳng | D. changes /tʃeɪndʒ/ (n): những sự thay đổi. Tạm dịch: Không một ai biết chính xác điều gì sẽ xảy ra với con người trong không gian cũng như làm sao xử lí với tình trạng căng thẳng tâm lý.
feeceb9d-717c-4392-a4fb-ef9c6b505fed,16,GRAMMAR,2,North America was once widely _____ by Native American tribes.,distributed,risen,populated,exploded,C,A. distributed /dɪ'strɪbju:tɪd/ (v-ed): phân bố | B. risen /rizn/ [v-ed]: tăng lên | C. populated /'pɒpjəleɪtɪd/ (v-ed): định cư | D. exploded /ɪk'spləʊdɪd/ (v-ed): bùng nổ. Tạm dịch: Bắc Mĩ là nơi từng được định cư rộng rãi bởi các bộ tộc người Mĩ bản địa.
3d7e9c12-5dba-47ff-b89b-c77552b73e1c,24,VOCAB,2,"Not all the winners will receive great prizes, but nobody leaves _____",blank-handed,clear-handed,empty-handed,white-handed,C,"Chỉ có từ empty-handed /empti'hændɪd/ (a): ra về trắng tay Các đáp án A, B, D không có nghĩa. Tạm dịch: Không phải tất cả những người chiến thắng sẽ nhận được những giải thưởng lớn nhưng không có ai phải ra về trắng tay cả."
fb065f41-f193-46de-a226-229e972a051a,17,GRAMMAR,2,Not all women can do two jobs well at the same time: _____ children and working at office.,educating,rearing,homemaking,giving a birth,B,A. educating /ˈedʒukeɪtɪŋ / (v-ing): giáo dục | B. rearing /rɪərɪŋ/ (v-ing): nuôi dạy (con cái) | C. homemaking /ˈhəʊmmeɪkɪŋ/ (n): việc nội trợ | D. giving a birth: sinh con. Tạm dịch: Không phải tất cả phụ nữ đều có thể làm tốt hai công việc cùng một lúc đó là nuôi dạy con và làm việc ở văn phòng.
af1adb7f-7fd3-4a1d-abaf-dbf7c9ecda7b,26,VOCAB,2,"Nowadays, even elderly people can adopt a fitness _____ by taking light exercise such as walking or jogging.",regime,schedule,system,establishment,A,"A. regime /reɪˈʒiːm/ (n): hệ thống cai trị, chế độ | B. schedule /ˈʃedjuːl/ (n): kế hoạch làm việc, lịch trình | C. system /ˈsɪstəm/ (n): hệ thống | D. establishment /ɪˈstæblɪʃmənt/ (n): sự thành lập. Tạm dịch: Ngày nay thậm chí cả những người già cũng có thể có một chế độ cân đối bằng việc tập thể dục nhẹ nhàng như đi bộ hoặc chạy bộ."
46121af9-bc64-4c07-b9e6-8ebaab7eacdd,11,VOCAB,2,"Nowadays, everybody knows Apples and almost everybody knows that the company was founded by Steve Jobs, an American inventor and entrepreneur, who is _________ recognized as a pioneer in the field of microcomputer revolution.",widely,hardly,legally,nationally,A,"A. widely /'waɪdli/(adv): một cách rộng rãi | B. hardly /'hɑ:dli/(adv): hiếm khi, hầu như không | C. legally /'li:gəli/(adv): một cách hợp pháp | D. nationally /'næʃənəli/(adv): về mặt dân tộc; về mặt quốc gia. Tạm dịch: Ngày nay, mọi người đều biết Apples và hầu như mọi người đều biết rằng công ty được thành lập bởi Steve Jobs, một nhà phát minh và doanh nhân người Mỹ, người được công nhận rộng rãi là người tiên phong trong lĩnh vực cách mạng máy vi tính."
084f004e-4e83-4ea0-8208-14242cda980e,1,VOCAB,2,"_________ nowadays is a choice people make on their own, but this has not always been the case in society.",Marriage,Marital,Marriageable,Marrying,A,"A. marriage /ˈmærɪdʒ/ (n): hôn nhân | B. marital /ˈmærɪtl/ (a): thuộc về hôn nhân | C. marriageable /ˈmærɪdʒəbl/ (a): đủ tư cách kết hôn | D. marry /ˈmæri/ (v): cưới. Tạm dịch: Hôn nhân hiện nay là sự lựa chọn riêng của mỗi người, nhưng không phải trường hợp nào cũng như vậy trong xã hội."
c3922805-2e9a-4954-a26f-4b4143c60507,5,VOCAB,2,"Nowadays, we are facing many threats such as ___________, pollution, global warming and fossil fuel depletion.",afforestation,reforestation,forestation,deforestation,D,"A. afforestation /æfˌɒr.ɪˈsteɪ.ʃən/ (n): sự trồng cây gây rừng | D. deforestation /diːˌfɒr.ɪˈsteɪ.ʃən/ (n): sự chặt phá rừng. Tạm dịch: Ngày nay, chúng ta đang đối mặt với nhiều mối đe dọa như chặt phá rừng, ô nhiễm, nóng lên toàn cầu và cạn kiệt nhiên liệu hóa thạch."
1535a166-a46b-49c0-a0fc-1fc01eed0636,10,VOCAB,2,Obesity is a medical condition in which excess body fat has ___________ to the extent that it may have a negative effect on health.,accumulated,measured,obtained,eliminated,A,A. accumulate /əˈkjuːmjəleɪt/ (v): tích lũy | B. measure /ˈmeʒər/ (v): đo lường | C. obtain /əbˈteɪn/ (v): đạt được | D. eliminate /ɪˈlɪmɪneɪt/ (v): loại bỏ. Tạm dịch: Béo phì là một bệnh y học mà mỡ thừa trong cơ thể tích lũy nhiều đến mức có ảnh hưởng tiêu cực cho sức khỏe.
d1f480d9-9ac7-42d8-83df-4ca775512dac,19,VOCAB,2,"Of all the natural wonders of the world, few are as _____ as Niagara Falls.",breathtaking,spectacular,picturesque,scintillating,B,"A. breathtaking /ˈbreθteɪkɪŋ/ (a): tuyệt đẹp | B. spectacular /spekˈtækjələr/ (a): đẹp mắt, ngoạn mục | C. picturesque /pɪktʃəˈresk/ (a): đẹp như tranh | D. scintillating /ˈsɪntɪleɪtɪŋ/ (a): sắc sảo. Tạm dịch: Trong những kì quan thiên nhiên của thế giới hiếm có kì quan nào đẹp ngoạn mục như thác Niagara."
4c4d0542-d5d3-45c6-a4b7-396dcadb464b,6,VOCAB,2,"Oil, coal and natural gas are ___________ fuels made from decayed material from animal or plants.",unleaded,smokeless,solid,fossil,D,"A. unleaded /ʌnˈledɪd/(a): không chì | B. smokeless /ˈsməʊkləs/(a): không có khói | C. solid /ˈsɒlɪd/(a): rắn | D. fossil /ˈfɒsl/(a): hóa thạch. Cụm từ: fossil fuels /ˈfɒsl ˈfjuːəlz/: nhiên liệu hóa thạch. Tạm dịch: Dầu, than đá, khí tự nhiên là những nhiên liệu hóa thạch được tạo thành từ động thực vật đã phân hủy."
3900cb59-9a9b-4a8e-a097-ef573a41c0a9,29,GRAMMAR,2,"On 21 December, 1968 the United States _____ Apollo 8 from the Kennedy Space Center.",started,launched,controlled,took off,B,"A. started /stɑːtɪd/ (v-ed): bắt đầu | B. launched /lɔːntʃd/ (v-ed): phóng, đưa ra | C. controlled /kənˈtrəʊld/ (v-ed): kiểm soát | D. took off: cất cánh (máy bay), cởi đồ. Tạm dịch: Vào ngày 21 tháng 12 năm 1968 Mỹ đã phóng đi Apollo 8 từ trung tâm không gian kennedy."
491af598-4a12-4efa-8c17-8c03e9b40b1e,24,GRAMMAR,2,"Once _____ as the World Natural Heritage by UNESCO, Phong Nha - Ke Bang National Park attracts a great number of visitors worldwide.",having recognized,recognized,recognizing,is recognized,B,"Sau once phải cộng với mệnh đề (S V O), câu này ta lược mệnh đề ở dạng bị động nên giữ lại Vp2. → | B. organized /ˈɔːɡənaɪzd/ (v-ed): được công nhận. Tạm dịch: Khi được công nhận là Di sản thiên nhiên Thế giới bởi UNESCO, công viên quốc gia Phong Nha - Kẻ Bàng thu hút số lượng lớn khách du lịch toàn thế giới."
663d7d6f-3428-4081-961b-d8aa41d0cebc,1,VOCAB,2,"Once people have given up their heritage, traditional beliefs and other aspects of their native culture, they are about to lose their sense of _________.",humor,responsibility,self,honesty,C,"A. humor /ˈhjuːmər/ (n): khiếu hài hước | B. responsibility /rɪˌspɒnsəˈbɪləti/ (n): trách nhiệm | C. self /self/ (n): bản thân | D. honesty /ˈɒnəsti/ (n): sự chân thành. Tạm dịch: Khi con người từ bỏ những di sản, đức tin truyền thống và những khía cạnh khác của nền văn hóa bản địa, họ có thể đánh mất giá trị bản thân mình."
37a5013a-fda4-4a11-91f7-ab59ec41ea86,13,VOCAB,2,One advantage of living in a/an ___________ is to strengthen relationship between young children and adults.,nuclear family,nuclear house,extended family,extended house,C,"A. nuclear family (n): gia đình hạt nhân (có bố, mẹ và con) | C. extended family (n): gia đình mở rộng, đại gia đình (có ông bà, cha mẹ, cô dì,...). Tạm dịch: Một lợi thế của việc sống trong một đại gia đình là tăng cường mối quan hệ giữa trẻ nhỏ và người lớn."
2830e3e3-7b4d-43f4-bf02-15c328085f26,6,VOCAB,2,One danger is in ___________ radioactive wastes which are produced during nuclear reactions.,consisting of,getting rid of,making use of,taking care of,B,A. consist of: bao gồm | B. get rid of = remove st: loại bỏ | C. make use of: tận dụng | D. take care of: chăm sóc. Tạm dịch: Việc loại bỏ những rác thải phóng xạ sản sinh ra trong các phản ứng hạt nhân là một điều nguy hiểm.
2f7c37f9-d844-454d-89f8-faf1435c8ee4,24,VOCAB,2,One of the core tasks of the Red Cross is to organize nursing and _____ for those who are wounded on the battlefield.,care,attention,victim,catastrophe,A,"A. care /keər/ (v): quan tâm | B. attention /əˈtenʃn/ (v): chú ý | C. victim /ˈvɪktɪm/ (n): nạn nhân | D. catastrophe /kəˈtæstrəfi/ (n): thảm họa, tai ương. Tạm dịch: Một trong những nhiệm vụ cốt lõi của Hội Chữ thập đỏ là tổ chức điều dưỡng và chăm sóc cho những người bị thương trên chiến trường."
bba3f907-f1b3-4af9-b0d1-4800a47b4db1,19,GRAMMAR,2,One of the most famous statues in the world which stands on an island in New York Harbor is the Statue of _____,Liber,Liberation,Liberty,Liberal,C,"A. liber /'lɪbər/ (n): cây Libe | B. liberation /lɪbər'eɪʃən/ (n): sự giải phóng, phóng thích | C. liberty /'lɪbəti/ (n): quyền tự do | D. liberal /'lɪbərəl/ (a): thuộc tự do. Tạm dịch: Bức tượng Nữ thần Tự do đứng trên một hòn đảo ở cảng New York là một trong những tượng nổi tiếng nhất thế giới."
f5788080-bd70-4f0e-94b3-4ab7fbc89bb4,18,GRAMMAR,2,One of the popular _____ used in smartphones at present is voice recognition.,applicant,applicable,applications,apply,C,"A. applicant /'æplɪkənt/ (n): người nộp đơn xin việc | B. applicable /ə'plɪkəbəl/ (a): có thể dùng, áp dụng được | C. applications/,æplɪ'keɪʃənz/ (n): sự ứng dụng | D. apply /ə'plaɪ/ (v): đặt, phết, áp dụng. Tạm dịch: Một trong những ứng dụng phổ biến được sử dụng trong điện thoại thông minh hiện nay là nhận dạng giọng nói."
db843bed-f3aa-4572-aadf-0f40d80c4371,19,VOCAB,2,"One of the seven wonders of the ancient world, the Great Pyramid of Giza was a monument of wisdom and _____ built as a tomb for Pharaoh Cheops in2720B.C. _____",prophecy,superstition,fanatic,idolatry,A,"A. prophecy /'prɒfəsi/ (n): sự tiên tri, sự đoán trước | B. superstition /suːpəˈstɪʃn/ (n): sự mê tín | C. fanatic /fəˈnætɪk/ (n): người cuồng tín | D. idolatry aɪˈdɒlətri/ (n): sự sùng bái thần tượng. Tạm dịch: Một trong bảy kì quan của thế giới cổ xưa, Kim Tự tháp Giza là một đài kỷ niệm về trí thông minh và sự tiên tri được xây dựng như một lăng tẩm dành cho vua Pharaoh vào năm 2720 trước Công nguyên."
02fa22a9-61f9-4eec-bbaa-4248ef4117ee,24,GRAMMAR,2,One of the tasks of the Red Cross is also to support local _____ care projects.,health,healthy,healthful,healthily,A,A. health /helθ/ (n): sức khỏe | B. healthy /helθi/ (a): khỏe mạnh | C. healthful /'helθfəl/ (a): lành mạnh | D. healthily /helθili/ (adv): một cách khỏe mạnh. Tạm dịch: Một trong những nhiệm vụ của Hội Chữ thập đỏ là hỗ trợ những dự án chăm sóc sức khỏe địa phương.
4a7bb064-9cd5-4761-9d17-18ba32bba7cc,25,VOCAB,2,"On some TV channels, a(n) be. tells you what the next programme is going to",journalist,commentator,announcer,producer,C,"A. journalist /ˈdʒɜːnəlɪst/ (n): nhà báo | B. commentator /ˈkɒmənteɪtər/ (n): nhà bình luận | C. announcer /əˈnaʊnsər/ (n): người dẫn chương trình | D. producer /prəˈdjuːsər/ (n): nhà sản xuất. Tạm dịch: Ở một vài kênh Truyền hình, người dẫn chương trình sẽ báo cho bạn biết chương trình tiếp theo chuẩn bị lên sóng."
b55e8e8c-a499-45ee-bf8e-010659b62abb,1,VOCAB,2,"On the flip side, the world wide _________ of a couple of languages that have a large number of speakers has led to the death of several less popular languages.",abortion,rejection,adoption,adaption,C,"A. abortion /əˈbɔːʃn/ (n): sự nạo phá thai | B. rejection /rɪˈdʒekʃn/ (n): sự loại bỏ | C. adoption /əˈdɒpʃn/ (n): sự chấp nhận | D. adaptation /ˌædæpˈteɪʃn/ (n): sự thích nghi. Tạm dịch: Ngược lại, việc thế giới sử dụng những ngôn ngữ có nhiều người bản địa dùng nhất đã dẫn đến sự biến mất của nhiều ngôn ngữ không phổ biến."
aef31e41-5431-43bb-9311-178a7b649813,5,GRAMMAR,2,Opencast coal mining is among the most environmentally ___________ activities carried out in Wales.,destruction,destructive,destructor,destroy,B,"A. destruction /dɪˈstrʌk.ʃən/ (n): sự phá hoại | B. destructive /dɪˈstrʌk.tɪv/ (a): hủy diệt, tàn phá | C. destructor /dɪsˈtrʌtə/ (n): kẻ phá hoại | D. destroy /dɪˈstrɔɪ/ (v): phá hủy. Giải thích: căn cứ vào danh từ 'activities' ta chọn tính từ destructive. Tạm dịch: Khai thác mỏ than là một trong số các hoạt động hủy hoại môi trường nhất đang diễn ra ở xứ Wales."
58cc93f8-db8c-4de8-b22c-d83b688bd85c,23,GRAMMAR,2,Our social relations enable us to shape our _____ and sense of sympathytowards others.,individuals,individuality,individualistic,individualism,B,A. individual /ˌɪndɪˈvɪdʒuəl/ (n): cá nhân | B. individuality /ˌɪndɪˌvɪdʒuˈæləti/ (n): cá tính | C. individualistic /ˌɪndɪˌvɪdʒuəˈlɪstɪk/ (a): mang tính cá nhân | D. individualism /ˌɪndɪˈvɪdʒuəlɪzəm/ (n): chủ nghĩa cá nhân. Tạm dịch: Những mối liên quan xã hội cho phép chúng ta hình thành nên cá tính riêng và khả năng đồng cảm đối với người khác.
0b342ce7-f43a-4918-973a-f7de0bf823e2,7,VOCAB,2,"Overexploitation for food, pets, and medicine, pollution, and disease are recognized _________ a serious threat _________ extinction.",as/ of,to/ for,over/ with,upon/ at,A,"Be recognized as: được coi là. Tạm dịch: Sự khai thác quá mức để lấy thức ăn, thú cưng, thuốc, sự ô nhiễm và dịch bệnh được xem như là một mối đe dọa nghiêm trọng của sự tuyệt chủng."
4dd31d80-8461-416d-a861-e08723e6083a,16,GRAMMAR,2,"Overpopulation, the situation of having large numbers of people with too few resources and too little space, can result _____ high population density, or from low amounts of resources, or from both.",in,from,to,for,B,"Cấu trúc: result from: có nguồn gốc từ result in = cause: gây ra, dẫn tới. Tạm dịch: Bùng nổ dân số, tình trạng có quá nhiều người với quá ít nguồn tài nguyên và hầu như không có không gian sống có nguồn gốc từ mật độ dân số cao hoặc nguồn tài nguyên quá ít hoặc đến từ cả hai."
21e535d5-ace1-469d-a216-95a15c602915,27,VOCAB,2,"Overreliance on the Internet, though often neglected, _____ affects the development of logical thinking among students.",antagonistically,unsympathetically,intensively,adversely,D,"A. antagonistically /ænˌtæɡəˈnɪstɪkli/ (adv): trái ngược, tương phản | B. unsympathetically /ˌʌnˌsɪmpəˈθetɪkli/ (adv): không đồng cảm | C. intensively /ɪnˈtensɪvli/ (adv): mãnh liệt | D. adversely /ˈædvɜːsli/ (adv): bất lợi, tiêu cực. Tạm dịch: Mặc dù thường không được chú ý tới nhưng việc quá phụ thuộc vào Internet đã ảnh hưởng tiêu cực tới sự phát triển tư duy logic của học sinh."
1f90745c-31c7-40a1-9245-ace68ded8774,4,VOCAB,2,"Over the last ten years, there have been ___________ changes in Vietnam’s climate due to the rise in temperatures and sea level.",noticeable,unstoppable,unavoidable,foreseeable,A,"A. noticeable /ˈnəʊtɪsəbl/ (a): đáng chú ý, đáng kể | B. unstoppable /ʌnˈstɒpəbl/ (a): không thể dừng lại được | C. unavoidable /ˌʌnəˈvɔɪdəbl/ (a): không thể tránh khỏi | D. foreseeable /fɔːˈsiːəbl/ (a): thấy trước được, dự đoán được. Tạm dịch: Trong mười năm qua, khí hậu của Việt Nam đã có những thay đổi đáng kể do sự tăng nhiệt độ và mực nước biển dâng."
632292f5-68fe-4a1d-ac94-8013bbc1a565,21,GRAMMAR,2,"Over the next 20 to 50 years, it will become harder to tell the _____ between the human and the machine. _____",variety,change,difference,appearance,C,"A. variety /vəˈraɪəti/ (n): sự đa dạng | B. change /tʃeɪndʒ/ (n): sự thay đổi | C. difference /ˈdɪfrəns/ (n): sự khác biệt | D. appearance /əˈpɪərəns/ (n): sự xuất hiện. Cấu trúc: tell the difference between st and st: phân biệt cái gì với cái gì. Tạm dịch: Trong 20 đến 50 năm tới, việc phân biệt sự khác nhau giữa con người và máy móc sẽ trở nên khó khăn hơn."
8b02791c-fbb6-4c45-b0bd-4cf07e7b80fd,24,GRAMMAR,2,"Over the past decade, Vietnam-ASEAN _____ have been growing fast in all areas, particularly in politics and the economy.",relates,relatives,relations,relationships,C,"A. relate /rɪ'leɪt/ (v): liên quan | B. relatives /'relətɪvz/ (n): họ hàng | C. relations /rɪˈleɪʃnz/ (n): mối quan hệ (giữa hai nước, hai tổ chức) | D. relationships /rɪˈleɪʃnʃɪps/ (n): mối quan hệ. Tạm dịch: Trong thập kỷ qua, quan hệ Việt Nam-ASEAN đã phát triển nhanh chóng trong tất cả các lĩnh vực, đặc biệt là về chính trị và kinh tế."
32dfb1cf-0d72-41f8-a1d5-d84aedf59009,5,VOCAB,2,Overusing pesticides is also considered to be a ___________ of pollution.,cause,reason,origin,threat,A,A. cause /kɔːz/ (n): nguyên nhân | B. reason /ˈriː.zən/ (n): lý do | C. origin /ˈɒrɪdʒɪn/ (n): nguồn gốc | D. threat /θret/ (n): sự đe dọa. Tạm dịch: Việc lạm dụng thuốc trừ sâu cũng được xem như một nguyên nhân của việc ô nhiễm.
60ea7d0a-b287-477d-83e0-38e1b016a615,22,GRAMMAR,2,Paddle-wheel machine helps to clean the wastewater before _____ it for farming.,rearranging,recycling,reducing,reusing,D,A. rearranging /ˌriːəˈreɪndʒ/ (v-ing): tái sắp xếp | B. recycling /ˌriːˈsaɪklɪŋ/ (v-ing): tái chế | C. reducing /rɪˈdʒuːsɪŋ/ (v-ing): giảm | D. reusing /ˌriːˈjuːzɪŋ/ (v-ing): tái sử dụng. Tạm dịch: Máy có mái chèo giúp làm sạch nước thải trước thi tái sử dụng cho nông nghiệp.
e3ada57f-59b6-42b9-a1fc-8d70fb3a8fcd,13,GRAMMAR,2,Parents are always willing to lend a sympathetic ___________ to their children when they have problems.,hand,ear,eye,paw,B,A. hand (n): bàn tay | B. ear /ɪər/ (n): tai. Cấu trúc: lend a sympathetic ear: lắng nghe một cách cảm thông. Tạm dịch: Cha mẹ luôn sẵn sàng lắng nghe một cách cảm thông khi chúng gặp vấn đề.
b30650ce-b314-4ff9-8a30-1e1155944cdb,12,VOCAB,2,"Parents today want their kids spending time on things that can bring them success, ___________, we’ve stopped doing one thing that’s actually been a proven predictor of success and that’s household chores.",automatically,spontaneously,ironically,immediately,C,"A. automatically (adv): tự động | B. spontaneously (adv): tự phát | C. ironically /aɪ'rɒnɪkli/ (adv): mỉa mai, trớ trêu | D. immediately (adv): ngay lập tức. Tạm dịch: Bố mẹ ngày nay muốn con mình dành nhiều thời gian vào những điều có thể đem lại thành công, nhưng trớ trêu, chúng ta lại không làm một điều thực sự dự báo về thành công cho con và đó chính là làm việc nhà."
9308bd6f-1227-4b6c-83bc-b6a75debf826,18,GRAMMAR,2,Patients at highest _____ of complications can be detected based on artificial intelligence techniques.,danger,risk,chance,threat,B,"A. danger /ˈdeɪndʒər/ (n) nguy hiểm, nguy cơ | B. risk /rɪsk/ (n): sự rủi ro, mạo hiểm | C. chance /tʃæns/ (n): cơ hội | D. threat /θret/ (n): mối đe dọa. Cấu trúc: at risk of = in danger of: có nguy cơ, có thể gặp rủi ro. Tạm dịch: Bệnh nhân có nguy cơ biến chứng cao nhất có thể được phát hiện dựa trên kỹ thuật trí tuệ nhân tạo. Cấu trúc: (right/just) around the corner: sắp xảy ra, sắp đến nơi"
d97f849b-0de2-44d3-88f0-d941260d8d7f,20,GRAMMAR,2,"People applying for a job in actuarial firms must have _____ skills, which involve the ability to gather information, solve complex problems and make decisions.",analysts,analytical,analysis,analyzing,B,"A. analysts /'aenahsts/ (n): nhà phân tích | B. analytical /aena'htikal/ (a): (thuộc) phân tích, giải tích | C. analysis /a'naelasis/ (n): sự phân tích | D. analyzing /'aenalaizirj/ (v): phân tích Căn cứ vào danh từ ""skills"" thì vị trí trống cần một tính từ. Nên đáp án đúng là | B. Tạm dịch: Những người xin việc trong các Công ty Thống kê Bảo hiểm phải có kỹ năng phân tích, cái mà liên quan đến khả năng thu thập thông tin, giải quyết các vấn đề phức tạp và đưa ra quyết định."
4e5a9015-2e5c-4745-8c2b-f33fc5c2873c,10,VOCAB,2,People are always advised to ___________ smoking because of its harm to their health.,cut down,cut off,cut in,cut down on,D,"A. cut down: giảm | B. cut off: cắt bỏ | C. cut in: cắt ngang, xen vào | D. cut down on: giảm bớt. Tạm dịch: Người ta luôn được khuyên là nên giảm bớt việc hút thuốc bởi vì thuốc lá có hại cho sức khỏe."
23d71494-544b-460f-986a-19ab0ba5eac4,1,VOCAB,2,"People from Brazilian and North American cultures have different feelings about lateness. Brazilians expect a person with status or _________ to arrive late, while in the United States, lateness is usually considered to be disrespectful and unacceptable.",prevalence,prestige,privilege,position,B,"A. prevalence /ˈprevələns/ (n): sự phổ biến | B. prestige /presˈtiːʒ/ (n): uy tín | C. privilege /ˈprɪvəlɪdʒ/ (n): đặc quyền | D. position /pəˈzɪʃn/ (n): vị trí. Tạm dịch: Người Brazil và Bắc Mỹ có cảm nhận khác nhau về sự chậm trễ. Người Brazil cho rằng một người có địa vị hoặc uy tín sẽ đến muộn, trong khi đó ở Mỹ, việc muộn giờ thường được cho là bất kính và không thể chấp nhận."
