FileAudio,Transcripts,Question,Option A,Option B,Option C,Option D,Correct Answer
AudioTrack 37.mp3,"Interviewer: So, we have Phyllis Bailey here to talk to us about fame. Her new book, Famous for 15 Minutes, is coming out on Monday. So, Phyllis, welcome. What do you think fame means to us these days?

Phyllis Bailey: Well, famous people are everywhere, and although we know nearly all there is to know about these people, their lives are splashed all over magazines and television, they've retained their mystery. The public are always eager to find out more about them, and this fuels the paparazzi to photograph them. It's true that there are more celebrities around than ever before, but the number of really important famous people probably hasn't changed greatly. This is because people become famous for only a short time. Andy Warhol once famously said, ""In the future, everyone will be famous for 15 minutes,"" and I think there's some truth in that. One day a person is famous, and the next they are forgotten. Take, for example, contestants on reality television shows. After maybe six months, we never see them again. This also highlights another characteristic of fame. In the past, people became famous because of something they had done, or because of their talent. Nowadays, these things aren't necessary. I personally think this is a great pity.  

Interviewer: Is fame particularly beneficial now?  

Phyllis Bailey: Well, let's look at the winners and losers when it comes to fame. Many people think that celebrities are the losers in this new media world. But that isn't necessarily the case. Take, for example, actors and actresses. They often complain about a lack of privacy, but privacy is possible. There are many celebrities who aren't constantly in the papers. Much as they complain, they chase the publicity and then blame it on the media. In fact, the paparazzi, who photograph the rich and famous, are often seen as figures of hate for this. They come off much worse in the end because they are so disliked by the public and celebrities. But in reality, they are making the celebrities and their managers even richer. In fact, because of the cult of fame nowadays, we can see media executives making even more money, and celebrities signing multi-million pound deals. And who pays for this? Well, all of us. Cinema and concert ticket prices have risen, and DVDs cost more than ever. Merchandising makes a fortune for the famous these days, and although we are paying for it, the rewards go to only a small elite: the big players, the stars, and the executives. But they miss a lot of the creative talent in the industry, like the people who write the screenplays. They are still on the same salary they were on 10 years ago. Executives certainly have a difficult job managing their clients, but they get rewarded well for doing so. I, for one, think these rewards should be more fairly spread.  

Interviewer: How could this be done? Are you suggesting...","How long has the yellow plaque scheme been running in Sydney?
(A) For over 30 years
(B) For over 40 years
(C) For under 40 years
(D) For over 180 years",For over 30 years,For over 40 years,For under 40 years,For over 180 years,C
,,"According to Phyllis, why hasn't the number of really important famous people changed much?
(A) Because people are not talented anymore.
(B) Because people become famous for only a short time.
(C) Because there are no more reality shows.
(D) Because the paparazzi take fewer photos now.",Because people are not talented anymore.,Because people become famous for only a short time.,Because there are no more reality shows.,Because the paparazzi take fewer photos now.,B
,,"What group of people does Phyllis mention as an example of becoming famous but disappearing after six months?
(A) Politicians
(B) Screenwriters
(C) Contestants on reality television shows
(D) Paparazzi",Politicians,Screenwriters,Contestants on reality television shows,Paparazzi,C
,,"According to the talk, who is actually paying for the rising costs of cinema tickets, concert tickets, and DVDs?
(A) The media executives
(B) The celebrities
(C) The managers
(D) All of us (the public)",The media executives,The celebrities,The managers,All of us (the public),D
,,"Which group of creative talent does Phyllis say is missing out on the financial rewards and still on the same salary as 10 years ago?
(A) Actors and actresses
(B) People who write the screenplays
(C) Media executives
(D) Reality TV contestants",Actors and actresses,People who write the screenplays,Media executives,Reality TV contestants,B
AudioTrack 36.mp3,"Welcome to the latest episode of Film Finest with me, Lisa O'Donnell. The films I'll be reviewing in this episode are What Happens in the Night, the new horror film by acclaimed director Jan de Neeburg, and Happy is Larry, a new romance comedy starring Harrison Wyatt and Sonya Smith.

Let's start with What Happens in the Night. Set in a convent school in the 1950s, this film tells the story of two boys who are haunted by apparitions of monks. The film has the feel of a comic book as it's shot in black and white with occasional shots of vivid color. De Neeburg, the director, said he wanted some elements to stand out, and he has used color to do it. I would say quite effectively. He claims his inspiration for the film is his own experiences growing up in 1950s Liverpool. A believer in ghosts himself, he thought he saw ghosts in his school years. Ghosts or not, this film is certainly haunting.

What Happens in the Night is a film that will scare you. I wouldn't say it's the best horror film to come out this year, but it's certainly shot beautifully, and it's not hard to follow. So unlike some recent horror films, you don't have to sit in dedicated concentration for two hours trying to keep up with a complex plot. An enjoyable film. I would give it four stars.

In Happy is Larry, Sonya Smith and Harrison Wyatt play two people who fall in love but cannot be together because of their families. The buildup to the film has certainly been epic with gossip about both co-stars in the papers. Rumor has it that Smith and Wyatt aren't the best of friends. In fact, on the set, they barely spoke to each other. I have to say, though, this doesn't come across in the film, and they look like a great couple.

Happy is Larry is a move away from the usual films Sonya makes. She is better known for her roles in action films, but she has shown herself to be a capable comedy actress. However, I'm not sure this is the finest film to do it in. Both men and women alike can get something from this film, but the romance angle is overplayed, and the laughs are few and far between. If you want romance, this film is fine, but if you want comedy, I would recommend seeing something else. I would give it three stars.

Now, there are some new video releases which are gonna be coming out in the next month...","What is the genre of the film What Happens in the Night?
(A) Action
(B) Romance Comedy
(C) Horror
(D) Science Fiction",Action,Romance Comedy,Horror,Science Fiction,C
,,"How is the film What Happens in the Night visually shot?
(A) In black and white with occasional vivid color
(B) Entirely in vivid, bright colors
(C) Like a traditional 1950s documentary
(D) Using only dark, shadowy colors",In black and white with occasional vivid color,"Entirely in vivid, bright colors",Like a traditional 1950s documentary,"Using only dark, shadowy colors",A
,,"How many stars does Lisa O'Donnell give to What Happens in the Night?
(A) Three stars
(B) Four stars
(C) Five stars
(D) Two stars",Three stars,Four stars,Five stars,Two stars,B
,,"What kind of movies is Sonya Smith normally known for?
(A) Horror films
(B) Action films
(C) Romance films
(D) Historical dramas",Horror films,Action films,Romance films,Historical dramas,B
,,"What is the reviewer's main criticism of the movie Happy is Larry?
(A) The actors look terrible together on screen.
(B) The plot is far too complex to follow.
(C) It is too scary for a general audience.
(D) The romance is overplayed and there are not enough laughs.",The actors look terrible together on screen.,The plot is far too complex to follow.,It is too scary for a general audience.,The romance is overplayed and there are not enough laughs.,D
AudioTrack 35.mp3,"Now, not only do we have lots of historical architecture here in the town of Tanbridge, we also have a rich variety of famous residents. Of course, everyone has heard of the famous writers, Jim Harman, Anna Collins, and Ian Cheriton, or I.H. Cheriton as he is better known. And they have all lived in our small town.

In fact, Anna Collins, the celebrated romance novelist, spent all her life in this town. She lived by the town square, where there is a plaque to commemorate her. She died in 1968, and you can see her gravestone in Tanbridge Cemetery. You may know Anna from her most famous work, The Pride of Angels, which won numerous awards, and for which she was a runner-up for the Herald Prize in 1950.

James Harman also lived here between 1975 and 1990. A bestselling horror writer, he got many of his themes for his haunting novels from this very town. He passed away a year after leaving Tanbridge, and although he isn't buried in the town, we do have a statue of him on the roundabout as you enter the town.

Now, I.H. Cheriton has been the Poet Laureate for three years, and he lives in Tanbridge today. His home is the Red House by the river. Not only a poet, he has also written 10 novels that have topped the book sales charts. He always does a lot of work for local charities and is quite a gem in this town.

Lastly, another famous resident of Tanbridge is Sylvia Daniels. She grew up in Tanbridge and went to the local comprehensive here. You can see her childhood home just across the river by the post office. Now, I am sure you all know her for her latest film, Planet Dust, which has just reached number one at the cinema box office. But she wasn't always an actress. Before she headed for Hollywood, you could have seen her waiting tables in the Dorridge Restaurant here in town. She often comes back to visit, as her family all still live here. If you're lucky, you may even catch a glimpse of her.","What was the name of Anna Collins' most famous work?
(A) The Red House
(B) Planet Dust
(C) The Pride of Angels
(D) Tanbridge Cemetery",The Red House,Planet Dust,The Pride of Angels,Tanbridge Cemetery,C
,,"How does the town of Tanbridge remember the horror writer James Harman?
(A) With a plaque in the town square
(B) With a statue on the roundabout
(C) With a gravestone in the cemetery
(D) With his name on a local restaurant",With a plaque in the town square,With a statue on the roundabout,With a gravestone in the cemetery,With his name on a local restaurant,B
,,"Where does I.H. Cheriton live in Tanbridge today?
(A) By the town square
(B) In a house across from the post office
(C) On the roundabout
(D) In the Red House by the river",By the town square,In a house across from the post office,On the roundabout,In the Red House by the river,D
,,"What is the title of Sylvia Daniels' latest film that reached number one at the box office?
(A) Planet Dust
(B) The Pride of Angels
(C) Hollywood Dreams
(D) The Dorridge Story",Planet Dust,The Pride of Angels,Hollywood Dreams,The Dorridge Story,A
,,"What job did Sylvia Daniels do in Tanbridge before she became an actress in Hollywood?
(A) She was a poet.
(B) She worked at the local post office.
(C) She waited tables in a restaurant.
(D) She worked for a local charity.",She was a poet.,She worked at the local post office.,She waited tables in a restaurant.,She worked for a local charity.,C
AudioTrack 34.mp3,"Librarian: I can't give you a tour now, I'm afraid. I have to stay here at the help desk. But I can show you places on this map of the library.
Student: That would be helpful, thanks.
Librarian: Okay, so, we're here at the help desk, next to the service desk, where you go to borrow and return books. The maximum number of books you can borrow at any one time is 10.
Student: Yes, I see.
Librarian: Opposite the service desk is the training room, which is used by library staff to give demonstrations of the computer systems to staff and students. But the entrance is round the other side.
Student: Is the training room beside the quiet room?
Librarian: Yes, that's right, with the entrance round the front too. It's important to remember that all mobile phones must be switched off in this room.
Student: Of course. And what about books? Where can I find the books for my course?
Librarian: Good question. You're studying geography, so, if you walk past the service desk, turn left, and continue on past the philosophy section, you'll find the geography section. The copying facilities are on the left. Now, one more important thing is the group study room and the booking system. If you're working on a project with other students and you want to discuss things with each other, you can go to the room in the corner, at the opposite end of the library from the copiers. That's the group study room. It's between the sociology section and the TV room. The group study room must be booked 48 hours in advance.
Student: Right, thanks. Can I keep this map?
Librarian: Actually, this is the last one I have. But I can make a copy for you.
Student: That would be great, thanks. Oh, I should also explain how you book the group study room. Oh, yes, so how do I do that?
Librarian: You can only book this room using the online reservation system. The same one you use to reserve books that are currently on loan.
Student: I thought it was called the online catalogue system.
Librarian: No, that's for searching for things in the library. The reservation system is what you use to make a room booking.
Student: And can I access that from outside the library?
Librarian: Yes, via the library website. You will need to enter the name and student number of each student in the group, too. So make sure you have these to hand when you make the booking. But all this is explained on the home page of the website. Once you've made your reservation request, you'll receive a confirmation email from the library to say whether your booking has been successful or not. If not, you can try to arrange another time.
Student: Well, that sounds fairly easy.
Librarian: Yes, you'll be fine. It's all quite straightforward really.
Student: Thanks.  

Narrator: That is the end of section one. In the exam, you will have half a minute to check your answers.","What is the maximum number of books a student can borrow at one time?
(A) 5
(B) 10
(C) 15
(D) 48",5,10,15,48,B
,,"Where is the entrance to the training room located?
(A) Next to the service desk
(B) Inside the quiet room
(C) Round the other side
(D) Opposite the help desk",Next to the service desk,Inside the quiet room,Round the other side,Opposite the help desk,C
,,"Where is the group study room located?
(A) Between the sociology section and the TV room
(B) Next to the copying facilities
(C) Inside the philosophy section
(D) Beside the service desk",Between the sociology section and the TV room,Next to the copying facilities,Inside the philosophy section,Beside the service desk,A
,,"How far in advance must the group study room be booked?
(A) 12 hours
(B) 24 hours
(C) 48 hours
(D) 1 week",12 hours,24 hours,48 hours,1 week,C
,,"What information is required to book the group study room online?
(A) Only the booking student's name and email
(B) The name and student number of each student in the group
(C) The title of the group project
(D) A confirmation code from the librarian",Only the booking student's name and email,The name and student number of each student in the group,The title of the group project,A confirmation code from the librarian,B
AudioTrack 33.mp3,"Librarian: Hi, how can I help you?
Student: I'd like to register to use the library, please.
Librarian: Okay, that's fine. Now, can I have some details from you? What's your name and student ID number?
Student: Simon Anderson. That's A-N-D-E-R-S-O-N.

Narrator: The student says that his name is Simon Anderson. So the answer on the form is ""Anderson"". Now we shall begin. You should answer the questions as you listen because you will not hear the recording a second time. Listen carefully and answer questions 1 to 4.

Librarian: Hi, how can I help you?
Student: I'd like to register to use the library, please.
Librarian: Okay, that's fine. Now, can I have some details from you? What's your name and student ID number?
Student: Simon Anderson. That's A-N-D-E-R-S-O-N.
Librarian: And ID number?
Student: Uh, hold on. Let me look. It's AND105763.
Librarian: AND105769.
Student: No, it's AND105763.
Librarian: Thank you. And what course are you studying, Simon?
Student: Geography.
Librarian: Is that in the Faculty of Environmental Science or Earth Science?
Student: It's in the Earth Science faculty.
Librarian: Right. Now, are you living in university halls of residence?
Student: No, I'm in private accommodation. Do you need my address?
Librarian: Yes, please.
Student: It's Flat 3, 24 Lavender Gardens, London, SW12 3AG.
Librarian: Can you spell the street name for me?
Student: Yes. It's L-A-V-E-N-D-E-R Gardens.
Librarian: And do you have a contact telephone number?
Student: Is my mobile number OK?
Librarian: Yes, that's fine.
Student: Just let me find my phone. Right, the number is 07988 566341.
Librarian: Let me just check that. 07988 566341. So, Simon, did you have a tour of the library facilities during your induction?
Student: Unfortunately, I missed it. Could you give me a quick tour now?","What course is Simon studying?
(A) Environmental Science
(B) Geography
(C) History
(D) Earth Science",Environmental Science,Geography,History,Earth Science,B
,,"What is Simon's correct student ID number?
(A) AND105769
(B) AND105736
(C) AND105763
(D) AND105673",AND105769,AND105736,AND105763,AND105673,C
,,"Which faculty is Simon's course in?
(A) Faculty of History
(B) Faculty of Environmental Science
(C) Faculty of Geography
(D) Faculty of Earth Science",Faculty of History,Faculty of Environmental Science,Faculty of Geography,Faculty of Earth Science,D
,,"Where does Simon currently live?
(A) In university halls of residence
(B) In a student hostel
(C) In private accommodation
(D) At his family home",In university halls of residence,In a student hostel,In private accommodation,At his family home,C
,,"Why does Simon ask the librarian for a quick tour of the library?
(A) He is doing a geography assignment on libraries.
(B) He missed the library tour during his induction.
(C) He wants to apply for a job as a librarian.
(D) He wants to find a specific book on environmental science.",He is doing a geography assignment on libraries.,He missed the library tour during his induction.,He wants to apply for a job as a librarian.,He wants to find a specific book on environmental science.,B
AudioTrack 32.mp3,"Sophie: Hi Jane, how are you settling into life at university?
Jane: Fine, except I don't really know what there is to do in town. I haven't had time to look around yet. You've been here for a year. Could you give me some ideas?
Sophie: Of course, there's lots of places for students. Firstly, if you go across the bridge, over the river outside the campus and turn left—oh no, sorry, that's the garage—turn right, then you'll get to the bowling alley, which is really popular at the weekends because it's so close to the campus. On Friday nights they have a special discount for students.
Jane: Oh that's great! I love bowling.
Sophie: So, do you like sports, Jane?
Jane: Yes, I go running and swimming, and I play badminton.
Sophie: In that case, there's a running track behind the university campus. And I think they have a badminton court at the sports centre.
Jane: Actually, I'm happy just to run in the park.
Sophie: Well, there's a large park in town too. If you go down the road opposite the bowling alley and take the first right, then you'll get to the park. It's quite big, and there's a lake in it. You can take a boat out on it. The university rowing team practice there.
Jane: What about places to eat out? Are there any good student hangouts?
Sophie: Absolutely! There's the Elmtree Cafe, which is down the road from the post office, in the opposite direction from the river. The cafe is on a fork in the main road, and it's quite an institution round here.
Jane: Okay, well I'll have to check it out. I'm looking for a part-time job, so maybe I'll be able to find work there.
Sophie: Mmm, you should try. They're always looking for new staff, and they often hire students. Now, have I forgotten any other important places? Oh yes! You like sport, so I should mention the leisure centre. Don't get it confused with the swimming baths, which are down the road from the supermarket. The leisure centre is opposite. There aren't any swimming baths there, but you can get a student leisure card which will let you into both. So, you see, there is quite a lot to do in this town.
Jane: It seems like there is! Well, thanks for all the information, Sophie.
Sophie: No problem. See you soon!","Where is the bowling alley located?
(A) To the left after crossing the bridge
(B) To the right after crossing the bridge
(C) Behind the university campus
(D) Opposite the post office",To the left after crossing the bridge,To the right after crossing the bridge,Behind the university campus,Opposite the post office,B
,,"When does the bowling alley offer a special discount for students?
(A) Saturday mornings
(B) Sunday afternoons
(C) Friday nights
(D) Every day after 5 PM",Saturday mornings,Sunday afternoons,Friday nights,Every day after 5 PM,C
,,"How do you get to the large park from the bowling alley?
(A) Go down the road opposite the bowling alley and take the first right.
(B) Go down the road next to the bowling alley and take the first left.
(C) Cross the river and turn left.
(D) Walk past the Elmtree Cafe and take a left.",Go down the road opposite the bowling alley and take the first right.,Go down the road next to the bowling alley and take the first left.,Cross the river and turn left.,Walk past the Elmtree Cafe and take a left.,A
,,"Where is the Elmtree Cafe situated?
(A) On a fork in the main road, down the road from the post office
(B) Next to the university rowing club
(C) Inside the leisure centre
(D) Down the road from the supermarket","On a fork in the main road, down the road from the post office",Next to the university rowing club,Inside the leisure centre,Down the road from the supermarket,A
,,"What is the difference between the leisure centre and the swimming baths?
(A) They are the exact same building.
(B) The leisure centre has swimming pools, but the swimming baths do not.
(C) The leisure centre is opposite the swimming baths and does not have swimming pools.
(D) Students can only enter the swimming baths, not the leisure centre.",They are the exact same building.,"The leisure centre has swimming pools, but the swimming baths do not.",The leisure centre is opposite the swimming baths and does not have swimming pools.,"Students can only enter the swimming baths, not the leisure centre.",C
AudioTrack 31.mp3,"We are all familiar with the nuclear family, which has been the dominant family structure in the UK for the last 60 years at least. However, recent changes show that our idea of the traditional nuclear family as the cornerstone of British family life is changing. There have been emerging patterns which are eroding this structure, namely the rise of stepfamilies, cohabitation, lone parenting, and the rapid increase in those living alone. We are going to explore these areas in turn and look at their effect in terms of the family.  

Firstly, stepfamilies are becoming more and more common. Stepfamilies are created when one or both partners have a child or children from a previous relationship. In 1980, the percentage of children under 13 who were living with one parent and their new partner was just 4%. In 2008, this figure had increased to 20%. The USA has seen an even greater rise. New statistics show that almost half of under-13s are living in a stepfamily. Now, we can still call the stepfamily structure a nuclear family, as it does follow the structure of two parents and dependent children. However, it also creates somewhat of a nuclear blur. Stepbrothers and sisters may belong to two family units. So where do we draw the line at which family they belong to?  

Cohabitation, when partners do not marry yet live together as a family, has also increased. In 2006, of the 17.5 million families in Britain, nearly 3 million of these comprised unmarried couples. What does this mean to the nuclear family? Firstly, the traditional view of a nuclear family requires married parents, so we can't put these types of family under this umbrella. Statistics show that even if cohabiting couples have children, they are more likely to separate than their married equivalents. Lastly, we need to look at the rise of the DINKs, which stands for Dual Income No Kids. As Clark and Henwood outline, many cohabiting couples are choosing a life without children, putting consumer spending first.  

Lone parenting is a relatively recent family structure which has rapidly grown in the last half century. In 1972, only 1 in 14 children lived in a lone-parent family. When we compare this with today's figure of 1 in 4, we can see that this is a rapid increase. In the past, lone parenthood was overwhelmingly the result of a death of a parent. Nowadays, however, it is increasingly a choice. Some sociologists argue that this increase is due to the outlook of women, where women once were willing to accept an unhappy or abusive marriage, now many will choose lone parenthood. Often this can be just a transitory phase before they find a new partner. This view of women's attitudes and lone parenting is highly debated, because some figures show that the largest group of lone parents are mothers who have never married. You can find counterarguments for these ideas in Butler and Jones. One difficulty for single parents is that they are a social group who are much more likely to suffer from poverty and hardship. They are more likely to live in rented accommodation and have childcare issues.  

Lastly, an increasing number of people are choosing to live alone. The number of people living alone in Britain has more than doubled in the last 20 years. In 1990, just over 4 million people lived alone. Now this figure has reached 8.5 million, an incredibly rapid growth which has had enormous effects on the traditional nuclear family. This number represents a great chunk of the population who either by choice or necessity are outside the traditional family unit. Some think that these changes may not help the community. In fact, there are many arguments that this rise in alternative household structures will create a more isolationist and less community-based society, where close bonds, which are usually formed within the family, have no place.  

Leaving aside whether or not the housing even exists for this boom, an important factor which must be looked at is the disproportionate expense for those living on their own. By this, I mean the burden of all costs is shouldered by one wage instead of two, and of course, one person is using the energy which could be shared between a group, having a greater impact on the environment too. However, on a more positive note, people, especially women, are proving to be extremely resilient...","What has been the dominant family structure in the UK for at least the last 60 years?
(A) Stepfamilies
(B) Cohabiting couples
(C) The nuclear family
(D) Lone-parent families",Stepfamilies,Cohabiting couples,The nuclear family,Lone-parent families,C
,,"In 2008, what percentage of children under 13 in the UK were living in a stepfamily?
(A) 4%
(B) 20%
(C) 50%
(D) 65%",4%,20%,50%,65%,B
,,"What does the acronym ""DINKs"" stand for in the lecture?
(A) Double Income, New Kids
(B) Dual Income, No Kids
(C) Divided Income, No Kids
(D) Dual Income, Numerous Kids","Double Income, New Kids","Dual Income, No Kids","Divided Income, No Kids","Dual Income, Numerous Kids",B
,,"According to the lecture, what is one major difficulty that single parents often face?
(A) They are not allowed to rent accommodation.
(B) They are less likely to find a new partner.
(C) They are more likely to suffer from poverty and hardship.
(D) They cannot find jobs.",They are not allowed to rent accommodation.,They are less likely to find a new partner.,They are more likely to suffer from poverty and hardship.,They cannot find jobs.,C
,,"How many people were living alone in Britain as of the latest figure mentioned in the lecture?
(A) 3 million
(B) 4 million
(C) 8.5 million
(D) 17.5 million",3 million,4 million,8.5 million,17.5 million,C
AudioTrack 30.mp3,"In Victorian times, the upper classes made up less than 3% of the entire population of Britain. Yet, this class held more than 90% of the country's wealth. This shows the massive gap there was between rich and poor—a gap which has shrunk considerably in the last century. Today, we're going to look at the wide differences in family life between rich and poor in Victorian times.  

Let's begin with the upper classes. The upper classes of the Victorian period were generally the nobility or the clergy. Most of their servants were very poorly paid, but were always accommodated within the homes of upper-class Victorian families, so they didn't have to pay for accommodation, food, and often clothing. The money which they did earn, they normally sent home to their families.  

Many Victorian servants came from the countryside, where the effects of the Industrial Revolution had resulted in job losses. Amongst these servants were cooks, housemaids, stable hands, and butlers. The family would also employ a nanny, who, although employed by the family, was not traditionally seen as a servant. A nanny's primary role was to care for the children. She was responsible for teaching the children how to behave, looking after them when they were ill, and instilling discipline into them. Nannies did not, however, educate the children. Generally, children from wealthy families did not attend school outside the family home. Tutors would come to the house to do this. And although on occasion mothers taught their children to read, and fathers gave their children some instruction in Latin, this was not a common occurrence.  

Now, the Victorian upper classes had the reputation of being quite cruel, but this wasn't always the case. They were also quite charitable. Ragged schools were set up with funding from the upper classes so that poor children could have some form of education. Additionally, most Victorian parents were very proud of their children, who were often seen as prized possessions. This goes against the common idea that parents were very hard on their children; in fact, the opposite was generally the rule.  

However, the situation for lower-class families was very different. In the lower classes, child labour was rife. Children as young as eight earned a living as chimney sweeps for wealthy houses. Now, let's move on to looking at the lower-class families in more detail. You'll find that very often...","In Victorian times, what percentage of the population did the upper classes make up?
(A) More than 10%
(B) Less than 3%
(C) Exactly 50%
(D) Over 90%",More than 10%,Less than 3%,Exactly 50%,Over 90%,B
,,"What did Victorian servants usually do with the money they earned?
(A) They saved it to buy their own homes.
(B) They sent it home to their families.
(C) They spent it on expensive clothing.
(D) They used it to pay for their food and accommodation.",They saved it to buy their own homes.,They sent it home to their families.,They spent it on expensive clothing.,They used it to pay for their food and accommodation.,B
,,"According to the lecture, what was NOT one of the nanny's primary roles?
(A) Teaching the children how to behave
(B) Looking after the children when they were ill
(C) Instilling discipline into the children
(D) Educating the children in school subjects",Teaching the children how to behave,Looking after the children when they were ill,Instilling discipline into the children,Educating the children in school subjects,D
,,"How did children from wealthy families typically get their education?
(A) They went to ragged schools.
(B) Their parents taught them everything.
(C) Tutors would come to the house to teach them.
(D) They attended large public schools in the city.",They went to ragged schools.,Their parents taught them everything.,Tutors would come to the house to teach them.,They attended large public schools in the city.,C
,,"How young were some of the lower-class children who worked as chimney sweeps?
(A) Eight years old
(B) Ten years old
(C) Twelve years old
(D) Fourteen years old",Eight years old,Ten years old,Twelve years old,Fourteen years old,A
AudioTrack 29.mp3,"As we have seen, changes in the structure of the family are constantly occurring; extended to nuclear, patrifocal to a more equal footing between the sexes, and dual parenting to single parenting. However, a recent phenomenon in the UK, which is changing the traditional family, is the increasing number of adults who continue to live with their parents until their 30s, or sometimes even their 40s.  

The UK has traditionally been a society where offspring leave the family home in their late teens or early 20s to set up their own home and families. But in the last 25 years, this has decreased. Official statistics released by the Office of National Statistics show that today, 10% of men in their early 30s still live with their parents. This compares with 5% of women in this age range.  

The reasons for this are complex and varied. It cannot be denied that some people are choosing to stay at home. Living with parents can be an easy option. Food is provided, heating and electricity are paid for, and rent, if any, is minimal. However, a third of those surveyed claimed they are living with their parents because it is too difficult to get on the property ladder. House prices in the last few decades have risen dramatically. Property is now five times the average annual salary, whereas it was only three times the average annual wage in the 1980s. This fact, coupled with high unemployment amongst young people, makes it virtually impossible for a single person to buy a home or even rent.  

The number of students going on to higher education has also been steadily increasing. Many of these students return home after finishing their studies as a result of the student debt they have accumulated. It can take many years to pay this off, and if the burden of rent or a mortgage is added to that, it can be just too much for a young adult's pocket.  

However, help is now at hand. The government is tackling some of the problems that cause people to remain with their parents with a new scheme: the affordable housing scheme. This aims to help people part-buy a house or flat by making housing more affordable for first-time buyers, and possibly taking the strain away from elderly parents.","According to official statistics, what percentage of men in their early 30s currently live with their parents?
(A) 5%
(B) 10%
(C) 25%
(D) 30%",5%,10%,25%,30%,B
,,"What proportion of the surveyed people claimed they live with their parents because it is too difficult to get on the property ladder?
(A) A quarter
(B) A third
(C) Half
(D) Two-thirds",A quarter,A third,Half,Two-thirds,B
,,"Today, property prices are how many times the average annual salary?
(A) Two times
(B) Three times
(C) Four times
(D) Five times",Two times,Three times,Four times,Five times,D
,,"What is steadily increasing for students going into higher education, causing many to return home?
(A) Housing benefits
(B) Student debt
(C) The cost of textbooks
(D) The length of university courses",Housing benefits,Student debt,The cost of textbooks,The length of university courses,B
,,"What is the government using to help people part-buy a house or flat?
(A) The affordable housing scheme
(B) The dual parenting program
(C) The student debt relief fund
(D) The young adult housing project",The affordable housing scheme,The dual parenting program,The student debt relief fund,The young adult housing project,A
AudioTrack 28.mp3,"Emma: So, I think we'd better start planning what we're going to do for our group project. Have you guys got any ideas?
Tom: I was thinking we should do something on extreme weather events, but I think Alex had some different ideas.
Alex: Yes, maybe we should look into more localized weather conditions and the effects on the immediate environment.
Emma: That's a good idea, Alex, but I don't think we'd be able to get much data on that, and we don't really have time to do our own research. What about doing something about the seasons?
Tom: I think the seasons might be a bit too wide-reaching, you know, when we take into account the wind patterns and pressure systems.
Alex: Hmm, maybe you're right. Well, how about Tom's idea of extreme weather conditions?
Emma: Yes, that sounds like a good idea. It's easy to break down into separate parts, and it certainly sounds more interesting.
Tom: I'd quite like to cover monsoons. I've been doing some reading on them and they're quite interesting.
Emma: Well, that sounds good. We should maybe take two areas each, that would make it easier for us to focus.
Alex: Well, we've got lots to choose from. We could do blizzards, heatwaves, droughts, cyclones... There are loads. Why don't you do blizzards too, Tom?
Tom: I don't fancy doing them, but I wouldn't mind doing something on floods. They're linked to monsoons, I think, so it would be an easy transition. What do you fancy doing, Alex?
Alex: Well, I could always cover winds.
Emma: But that isn't really extreme enough.
Alex: I could do hurricanes. They're pretty exciting. How about doing cyclones, Emma?
Emma: I'd rather do heatwaves and droughts, I think. I know a bit about them. I don't know anything about cyclones.
Alex: Cyclones are really interesting. I can cover them.
Tom: That sounds great. I was thinking about doing cyclones, but I'm happy for you to do them.","What is the final topic the students choose for their group project?
(A) Localized weather conditions
(B) The seasons
(C) Extreme weather conditions
(D) Environmental pollution",Localized weather conditions,The seasons,Extreme weather conditions,Environmental pollution,C
,,"Who originally suggested the idea of doing the project on extreme weather events?
(A) Emma
(B) Tom
(C) Alex
(D) The professor",Emma,Tom,Alex,The professor,B
,,"Which extreme weather condition does Tom mention he has been reading about and wants to cover?
(A) Monsoons
(B) Blizzards
(C) Droughts
(D) Heatwaves",Monsoons,Blizzards,Droughts,Heatwaves,A
,,"What two weather conditions does Emma say she knows a bit about and would rather do?
(A) Hurricanes and winds
(B) Heatwaves and droughts
(C) Floods and monsoons
(D) Blizzards and cyclones",Hurricanes and winds,Heatwaves and droughts,Floods and monsoons,Blizzards and cyclones,B
,,"Which extreme weather event does Alex finally agree to cover?
(A) Monsoons
(B) Floods
(C) Cyclones
(D) Droughts",Monsoons,Floods,Cyclones,Droughts,C
